NAME,STUSAB,SUMLEV,REGION,DIVISION,STATE,COUNTY,AREALAND,AREAWATR,POP100,HU100,INTPTLAT,INTPTLON,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010047,P0010063,P0010070,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020028,P0020049,P0020065,P0020072,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030026,P0030047,P0030063,P0030070,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040028,P0040049,P0040065,P0040072,H0010001,H0010002,H0010003,,,,,,,,,,,,
Butte County,ID,50.00,4.00,8.00,16.00,23.00,5779990424.00,5257716.00,2891.00,1354.00,+43.6850995,-113.18,2891.00,2849.00,2761.00,6.00,13.00,5.00,5.00,59.00,42.00,42.00,1.00,28.00,4.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2891.00,119.00,2772.00,2739.00,2713.00,5.00,11.00,5.00,5.00,0.00,33.00,33.00,0.00,0.00,0.00,0.00,2076.00,2049.00,1990.00,3.00,9.00,4.00,5.00,38.00,27.00,27.00,0.00,0.00,0.00,0.00,2076.00,75.00,2001.00,1980.00,1962.00,2.00,7.00,4.00,5.00,0.00,21.00,21.00,0.00,0.00,0.00,0.00,1354.00,1129.00,225.00,,,,,,,,,,,,
Camas County,ID,50.00,4.00,8.00,16.00,25.00,2782925142.00,11535370.00,1117.00,831.00,+43.4633958,-114.80,1117.00,1081.00,1051.00,3.00,6.00,1.00,0.00,20.00,36.00,35.00,0.00,20.00,1.00,3.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1117.00,75.00,1042.00,1017.00,1008.00,2.00,6.00,1.00,0.00,0.00,25.00,24.00,1.00,0.00,0.00,0.00,877.00,861.00,845.00,2.00,4.00,1.00,0.00,9.00,16.00,15.00,1.00,0.00,0.00,0.00,877.00,45.00,832.00,821.00,815.00,1.00,4.00,1.00,0.00,0.00,11.00,10.00,1.00,0.00,0.00,0.00,831.00,487.00,344.00,,,,,,,,,,,,
Canyon County,ID,50.00,4.00,8.00,16.00,27.00,1521281478.00,41900334.00,188923.00,69409.00,+43.6230509,-116.71,188923.00,183245.00,156750.00,1077.00,2028.00,1519.00,402.00,21469.00,5678.00,5352.00,554.00,1553.00,999.00,195.00,1635.00,24.00,10.00,3.00,62.00,58.00,7.00,80.00,52.00,73.00,47.00,313.00,9.00,3.00,1.00,188923.00,45069.00,143854.00,140642.00,136553.00,877.00,1229.00,1402.00,369.00,212.00,3212.00,2992.00,210.00,8.00,2.00,0.00,129431.00,126734.00,110695.00,621.00,1395.00,1192.00,274.00,12557.00,2697.00,2567.00,121.00,5.00,3.00,1.00,129431.00,25346.00,104085.00,102468.00,99515.00,529.00,938.00,1124.00,253.00,109.00,1617.00,1521.00,90.00,4.00,2.00,0.00,69409.00,63604.00,5805.00,,,,,,,,,,,,
Caribou County,ID,50.00,4.00,8.00,16.00,29.00,4569116224.00,89170677.00,6963.00,3226.00,+42.7862726,-111.54,6963.00,6857.00,6637.00,4.00,23.00,15.00,15.00,163.00,106.00,98.00,2.00,46.00,9.00,12.00,12.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,7.00,0.00,8.00,0.00,0.00,0.00,6963.00,336.00,6627.00,6537.00,6481.00,4.00,19.00,14.00,15.00,4.00,90.00,82.00,8.00,0.00,0.00,0.00,4947.00,4880.00,4726.00,2.00,20.00,11.00,8.00,113.00,67.00,64.00,3.00,0.00,0.00,0.00,4947.00,213.00,4734.00,4680.00,4640.00,2.00,17.00,11.00,8.00,2.00,54.00,51.00,3.00,0.00,0.00,0.00,3226.00,2606.00,620.00,,,,,,,,,,,,
Cassia County,ID,50.00,4.00,8.00,16.00,31.00,6643528786.00,39370982.00,22952.00,8372.00,+42.2886346,-113.61,22952.00,22413.00,18781.00,64.00,178.00,108.00,16.00,3266.00,539.00,512.00,29.00,117.00,72.00,22.00,224.00,4.00,0.00,0.00,9.00,1.00,0.00,12.00,0.00,11.00,11.00,27.00,0.00,0.00,0.00,22952.00,5724.00,17228.00,17023.00,16742.00,38.00,106.00,104.00,15.00,18.00,205.00,195.00,10.00,0.00,0.00,0.00,15365.00,15115.00,12868.00,32.00,119.00,91.00,6.00,1999.00,250.00,244.00,6.00,0.00,0.00,0.00,15365.00,3311.00,12054.00,11952.00,11743.00,21.00,78.00,89.00,6.00,15.00,102.00,99.00,3.00,0.00,0.00,0.00,8372.00,7666.00,706.00,,,,,,,,,,,,
Clark County,ID,50.00,4.00,8.00,16.00,33.00,4569218695.00,2476848.00,982.00,531.00,+44.2862512,-112.36,982.00,967.00,711.00,7.00,10.00,5.00,0.00,234.00,15.00,15.00,6.00,3.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,982.00,398.00,584.00,573.00,558.00,2.00,6.00,5.00,0.00,2.00,11.00,11.00,0.00,0.00,0.00,0.00,674.00,668.00,509.00,6.00,9.00,3.00,0.00,141.00,6.00,6.00,0.00,0.00,0.00,0.00,674.00,242.00,432.00,429.00,417.00,1.00,6.00,3.00,0.00,2.00,3.00,3.00,0.00,0.00,0.00,0.00,531.00,345.00,186.00,,,,,,,,,,,,
Clearwater County,ID,50.00,4.00,8.00,16.00,35.00,6364309391.00,79544779.00,8761.00,4453.00,+46.6725700,-115.65,8761.00,8580.00,8225.00,18.00,194.00,61.00,9.00,73.00,181.00,172.00,11.00,124.00,18.00,0.00,16.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7.00,2.00,0.00,0.00,8761.00,268.00,8493.00,8338.00,8063.00,16.00,184.00,61.00,9.00,5.00,155.00,152.00,2.00,1.00,0.00,0.00,7205.00,7098.00,6847.00,15.00,141.00,41.00,4.00,50.00,107.00,103.00,3.00,1.00,0.00,0.00,7205.00,172.00,7033.00,6936.00,6736.00,14.00,137.00,41.00,4.00,4.00,97.00,94.00,2.00,1.00,0.00,0.00,4453.00,3660.00,793.00,,,,,,,,,,,,
Custer County,ID,50.00,4.00,8.00,16.00,37.00,12745176171.00,42386557.00,4368.00,3103.00,+44.2733408,-114.25,4368.00,4324.00,4209.00,8.00,27.00,10.00,4.00,66.00,44.00,43.00,6.00,28.00,5.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,4368.00,176.00,4192.00,4153.00,4108.00,5.00,26.00,10.00,4.00,0.00,39.00,38.00,1.00,0.00,0.00,0.00,3510.00,3474.00,3388.00,5.00,24.00,6.00,2.00,49.00,36.00,35.00,1.00,0.00,0.00,0.00,3510.00,119.00,3391.00,3360.00,3325.00,3.00,24.00,6.00,2.00,0.00,31.00,30.00,1.00,0.00,0.00,0.00,3103.00,1936.00,1167.00,,,,,,,,,,,,
Elmore County,ID,50.00,4.00,8.00,16.00,39.00,7963533304.00,67384705.00,27038.00,12162.00,+43.3948263,-115.47,27038.00,25919.00,22213.00,733.00,270.00,768.00,105.00,1830.00,1119.00,995.00,155.00,270.00,263.00,15.00,171.00,18.00,23.00,1.00,21.00,5.00,2.00,6.00,27.00,15.00,3.00,110.00,7.00,7.00,0.00,27038.00,4118.00,22920.00,22126.00,20305.00,696.00,224.00,748.00,101.00,52.00,794.00,719.00,67.00,6.00,2.00,0.00,19363.00,18844.00,16285.00,543.00,206.00,637.00,71.00,1102.00,519.00,473.00,42.00,1.00,3.00,0.00,19363.00,2358.00,17005.00,16605.00,15185.00,519.00,178.00,625.00,69.00,29.00,400.00,367.00,31.00,1.00,1.00,0.00,12162.00,10140.00,2022.00,,,,,,,,,,,,
Franklin County,ID,50.00,4.00,8.00,16.00,41.00,1718831658.00,12169099.00,12786.00,4528.00,+42.1735886,-111.82,12786.00,12586.00,12064.00,28.00,53.00,15.00,7.00,419.00,200.00,190.00,11.00,85.00,19.00,10.00,61.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,10.00,0.00,0.00,0.00,12786.00,838.00,11948.00,11827.00,11743.00,28.00,33.00,15.00,7.00,1.00,121.00,121.00,0.00,0.00,0.00,0.00,8288.00,8201.00,7892.00,12.00,31.00,12.00,1.00,253.00,87.00,81.00,6.00,0.00,0.00,0.00,8288.00,474.00,7814.00,7764.00,7719.00,12.00,20.00,12.00,1.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,4528.00,4079.00,449.00,,,,,,,,,,,,
Fremont County,ID,50.00,4.00,8.00,16.00,43.00,4826508353.00,83291796.00,13242.00,8531.00,+44.2180909,-111.48,13242.00,13043.00,11855.00,46.00,93.00,29.00,13.00,1007.00,199.00,175.00,18.00,64.00,22.00,9.00,50.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,2.00,6.00,23.00,1.00,0.00,0.00,13242.00,1694.00,11548.00,11430.00,11273.00,24.00,86.00,27.00,11.00,9.00,118.00,108.00,10.00,0.00,0.00,0.00,9088.00,8981.00,8308.00,22.00,67.00,20.00,7.00,557.00,107.00,95.00,12.00,0.00,0.00,0.00,9088.00,929.00,8159.00,8091.00,7990.00,10.00,62.00,20.00,5.00,4.00,68.00,62.00,6.00,0.00,0.00,0.00,8531.00,4436.00,4095.00,,,,,,,,,,,,
Gem County,ID,50.00,4.00,8.00,16.00,45.00,1452724628.00,12445495.00,16719.00,7099.00,+44.0614727,-116.40,16719.00,16346.00,15616.00,20.00,94.00,84.00,13.00,519.00,373.00,354.00,35.00,177.00,70.00,14.00,47.00,4.00,0.00,0.00,0.00,1.00,1.00,4.00,0.00,1.00,0.00,18.00,1.00,0.00,0.00,16719.00,1336.00,15383.00,15096.00,14898.00,20.00,77.00,78.00,10.00,13.00,287.00,279.00,8.00,0.00,0.00,0.00,12621.00,12422.00,11958.00,13.00,73.00,65.00,11.00,302.00,199.00,190.00,8.00,1.00,0.00,0.00,12621.00,778.00,11843.00,11682.00,11527.00,13.00,61.00,62.00,9.00,10.00,161.00,156.00,5.00,0.00,0.00,0.00,7099.00,6495.00,604.00,,,,,,,,,,,,
Gooding County,ID,50.00,4.00,8.00,16.00,47.00,1888031360.00,12289863.00,15464.00,6093.00,+42.9731849,-114.82,15464.00,15096.00,12481.00,37.00,127.00,72.00,11.00,2368.00,368.00,361.00,23.00,105.00,50.00,8.00,145.00,0.00,1.00,0.00,5.00,1.00,0.00,11.00,6.00,3.00,3.00,7.00,0.00,0.00,0.00,15464.00,4344.00,11120.00,10938.00,10758.00,13.00,86.00,60.00,10.00,11.00,182.00,179.00,3.00,0.00,0.00,0.00,10901.00,10712.00,9118.00,21.00,81.00,44.00,9.00,1439.00,189.00,184.00,5.00,0.00,0.00,0.00,10901.00,2531.00,8370.00,8273.00,8163.00,7.00,57.00,35.00,8.00,3.00,97.00,95.00,2.00,0.00,0.00,0.00,6093.00,5531.00,562.00,,,,,,,,,,,,
Idaho County,ID,50.00,4.00,8.00,16.00,49.00,21956239945.00,67335736.00,16267.00,8744.00,+45.8492367,-115.47,16267.00,15959.00,15259.00,42.00,480.00,68.00,7.00,103.00,308.00,289.00,20.00,189.00,19.00,11.00,35.00,1.00,0.00,0.00,0.00,6.00,1.00,3.00,3.00,1.00,0.00,18.00,1.00,0.00,0.00,16267.00,421.00,15846.00,15592.00,15028.00,38.00,446.00,65.00,6.00,9.00,254.00,240.00,14.00,0.00,0.00,0.00,12862.00,12670.00,12187.00,21.00,344.00,48.00,6.00,64.00,192.00,180.00,11.00,1.00,0.00,0.00,12862.00,252.00,12610.00,12441.00,12041.00,19.00,323.00,47.00,6.00,5.00,169.00,160.00,9.00,0.00,0.00,0.00,8744.00,6834.00,1910.00,,,,,,,,,,,,
Jefferson County,ID,50.00,4.00,8.00,16.00,51.00,2832154816.00,31267656.00,26140.00,8722.00,+43.7969649,-112.32,26140.00,25739.00,23844.00,52.00,203.00,103.00,23.00,1514.00,401.00,377.00,44.00,95.00,96.00,32.00,95.00,1.00,1.00,1.00,0.00,3.00,0.00,4.00,1.00,3.00,1.00,23.00,1.00,0.00,0.00,26140.00,2641.00,23499.00,23241.00,22925.00,40.00,132.00,103.00,22.00,19.00,258.00,244.00,14.00,0.00,0.00,0.00,16853.00,16658.00,15549.00,15.00,129.00,74.00,11.00,880.00,195.00,176.00,18.00,1.00,0.00,0.00,16853.00,1454.00,15399.00,15262.00,15069.00,5.00,94.00,74.00,10.00,10.00,137.00,125.00,12.00,0.00,0.00,0.00,8722.00,8146.00,576.00,,,,,,,,,,,,
Jerome County,ID,50.00,4.00,8.00,16.00,53.00,1546700901.00,12864129.00,22374.00,8101.00,+42.6911715,-114.26,22374.00,21893.00,17904.00,62.00,302.00,76.00,17.00,3532.00,481.00,457.00,27.00,113.00,43.00,10.00,227.00,2.00,0.00,0.00,9.00,2.00,0.00,12.00,0.00,2.00,10.00,19.00,3.00,2.00,0.00,22374.00,6929.00,15445.00,15248.00,14958.00,39.00,156.00,62.00,12.00,21.00,197.00,184.00,8.00,3.00,2.00,0.00,15426.00,15175.00,12769.00,36.00,184.00,61.00,11.00,2114.00,251.00,240.00,8.00,1.00,2.00,0.00,15426.00,3993.00,11433.00,11321.00,11127.00,24.00,99.00,54.00,8.00,9.00,112.00,106.00,3.00,1.00,2.00,0.00,8101.00,7540.00,561.00,,,,,,,,,,,,
Kootenai County,ID,50.00,4.00,8.00,16.00,55.00,3222267856.00,185180068.00,138494.00,63177.00,+47.6771129,-116.69,138494.00,135172.00,130844.00,416.00,1781.00,961.00,129.00,1041.00,3322.00,3083.00,401.00,1456.00,636.00,121.00,324.00,17.00,17.00,2.00,7.00,13.00,6.00,31.00,23.00,20.00,9.00,228.00,6.00,5.00,0.00,138494.00,5268.00,133226.00,130564.00,127454.00,381.00,1570.00,925.00,117.00,117.00,2662.00,2508.00,147.00,3.00,4.00,0.00,104250.00,102436.00,99416.00,255.00,1247.00,698.00,95.00,725.00,1814.00,1696.00,111.00,3.00,4.00,0.00,104250.00,3121.00,101129.00,99632.00,97421.00,242.00,1120.00,676.00,87.00,86.00,1497.00,1417.00,75.00,2.00,3.00,0.00,63177.00,54200.00,8977.00,,,,,,,,,,,,
Latah County,ID,50.00,4.00,8.00,16.00,57.00,2786815890.00,2372731.00,37244.00,15988.00,+46.8189202,-116.73,37244.00,36295.00,34557.00,293.00,237.00,781.00,52.00,375.00,949.00,876.00,134.00,334.00,259.00,20.00,97.00,4.00,4.00,3.00,1.00,2.00,0.00,7.00,7.00,2.00,2.00,65.00,7.00,1.00,0.00,37244.00,1326.00,35918.00,35116.00,33746.00,288.00,218.00,773.00,45.00,46.00,802.00,756.00,45.00,1.00,0.00,0.00,30275.00,29682.00,28218.00,238.00,198.00,681.00,39.00,308.00,593.00,550.00,38.00,4.00,1.00,0.00,30275.00,981.00,29294.00,28781.00,27622.00,233.00,185.00,677.00,34.00,30.00,513.00,484.00,28.00,1.00,0.00,0.00,15988.00,14708.00,1280.00,,,,,,,,,,,,
Lemhi County,ID,50.00,4.00,8.00,16.00,59.00,11819118494.00,13894478.00,7936.00,4729.00,+44.9287886,-113.89,7936.00,7806.00,7654.00,18.00,57.00,30.00,3.00,44.00,130.00,115.00,17.00,73.00,6.00,6.00,10.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,7936.00,181.00,7755.00,7641.00,7543.00,16.00,49.00,29.00,3.00,1.00,114.00,104.00,10.00,0.00,0.00,0.00,6360.00,6276.00,6157.00,15.00,46.00,21.00,2.00,35.00,84.00,75.00,9.00,0.00,0.00,0.00,6360.00,117.00,6243.00,6167.00,6090.00,13.00,41.00,21.00,2.00,0.00,76.00,68.00,8.00,0.00,0.00,0.00,4729.00,3576.00,1153.00,,,,,,,,,,,,
Lewis County,ID,50.00,4.00,8.00,16.00,61.00,1240073685.00,2444478.00,3821.00,1880.00,+46.2363277,-116.42,3821.00,3729.00,3450.00,14.00,180.00,17.00,5.00,63.00,92.00,88.00,5.00,57.00,13.00,6.00,6.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,3821.00,128.00,3693.00,3606.00,3398.00,14.00,176.00,12.00,5.00,1.00,87.00,83.00,4.00,0.00,0.00,0.00,2973.00,2917.00,2722.00,8.00,132.00,15.00,3.00,37.00,56.00,53.00,3.00,0.00,0.00,0.00,2973.00,74.00,2899.00,2844.00,2692.00,8.00,129.00,11.00,3.00,1.00,55.00,52.00,3.00,0.00,0.00,0.00,1880.00,1657.00,223.00,,,,,,,,,,,,
Lincoln County,ID,50.00,4.00,8.00,16.00,63.00,3111625420.00,11608239.00,5208.00,1976.00,+42.9861805,-114.15,5208.00,5095.00,4171.00,19.00,38.00,20.00,3.00,844.00,113.00,106.00,9.00,25.00,11.00,2.00,52.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,5.00,0.00,0.00,5208.00,1476.00,3732.00,3680.00,3607.00,18.00,30.00,18.00,3.00,4.00,52.00,48.00,2.00,2.00,0.00,0.00,3509.00,3443.00,2886.00,4.00,30.00,15.00,3.00,505.00,66.00,60.00,2.00,4.00,0.00,0.00,3509.00,857.00,2652.00,2623.00,2574.00,3.00,27.00,13.00,3.00,3.00,29.00,25.00,2.00,2.00,0.00,0.00,1976.00,1705.00,271.00,,,,,,,,,,,,
Madison County,ID,50.00,4.00,8.00,16.00,65.00,1215237613.00,10412190.00,37536.00,11280.00,+43.7897087,-111.66,37536.00,36985.00,35235.00,185.00,99.00,352.00,55.00,1059.00,551.00,494.00,40.00,121.00,162.00,44.00,100.00,2.00,1.00,1.00,0.00,1.00,0.00,0.00,13.00,6.00,3.00,57.00,0.00,0.00,0.00,37536.00,2218.00,35318.00,34919.00,34218.00,178.00,81.00,348.00,51.00,43.00,399.00,353.00,46.00,0.00,0.00,0.00,27788.00,27429.00,26182.00,113.00,73.00,285.00,49.00,727.00,359.00,321.00,38.00,0.00,0.00,0.00,27788.00,1475.00,26313.00,26051.00,25521.00,109.00,59.00,282.00,45.00,35.00,262.00,230.00,32.00,0.00,0.00,0.00,11280.00,10611.00,669.00,,,,,,,,,,,,
Minidoka County,ID,50.00,4.00,8.00,16.00,67.00,1962152486.00,13820933.00,20069.00,7665.00,+42.8569373,-113.64,20069.00,19581.00,16091.00,77.00,248.00,88.00,1.00,3076.00,488.00,458.00,35.00,124.00,43.00,4.00,196.00,5.00,0.00,1.00,5.00,0.00,5.00,30.00,4.00,3.00,3.00,26.00,0.00,4.00,0.00,20069.00,6493.00,13576.00,13377.00,13095.00,44.00,146.00,70.00,1.00,21.00,199.00,185.00,14.00,0.00,0.00,0.00,14176.00,13907.00,11674.00,38.00,164.00,67.00,0.00,1964.00,269.00,255.00,12.00,0.00,2.00,0.00,14176.00,3898.00,10278.00,10166.00,9962.00,18.00,109.00,60.00,0.00,17.00,112.00,105.00,7.00,0.00,0.00,0.00,7665.00,7170.00,495.00,,,,,,,,,,,,
Nez Perce County,ID,50.00,4.00,8.00,16.00,69.00,2196547487.00,21212976.00,39265.00,17438.00,+46.3337663,-116.76,39265.00,38290.00,35390.00,117.00,2206.00,279.00,37.00,261.00,975.00,915.00,86.00,503.00,131.00,21.00,81.00,42.00,2.00,1.00,3.00,4.00,5.00,13.00,20.00,2.00,1.00,55.00,4.00,1.00,0.00,39265.00,1109.00,38156.00,37346.00,34835.00,112.00,2074.00,277.00,35.00,13.00,810.00,757.00,48.00,4.00,1.00,0.00,30750.00,30232.00,28189.00,78.00,1525.00,224.00,29.00,187.00,518.00,491.00,24.00,2.00,1.00,0.00,30750.00,673.00,30077.00,29636.00,27849.00,77.00,1452.00,222.00,27.00,9.00,441.00,417.00,21.00,2.00,1.00,0.00,17438.00,16241.00,1197.00,,,,,,,,,,,,
Oneida County,ID,50.00,4.00,8.00,16.00,71.00,3108143349.00,3995379.00,4286.00,1906.00,+42.1838897,-112.52,4286.00,4242.00,4144.00,9.00,22.00,20.00,1.00,46.00,44.00,43.00,3.00,23.00,9.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,4286.00,126.00,4160.00,4125.00,4073.00,9.00,21.00,20.00,1.00,1.00,35.00,34.00,1.00,0.00,0.00,0.00,3003.00,2982.00,2920.00,2.00,15.00,15.00,0.00,30.00,21.00,21.00,0.00,0.00,0.00,0.00,3003.00,69.00,2934.00,2916.00,2885.00,2.00,14.00,15.00,0.00,0.00,18.00,18.00,0.00,0.00,0.00,0.00,1906.00,1545.00,361.00,,,,,,,,,,,,
Owyhee County,ID,50.00,4.00,8.00,16.00,73.00,19853582270.00,81509222.00,11526.00,4781.00,+42.5930630,-116.14,11526.00,11254.00,8757.00,23.00,495.00,62.00,1.00,1916.00,272.00,265.00,10.00,118.00,26.00,4.00,75.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,1.00,9.00,17.00,7.00,0.00,0.00,0.00,11526.00,2979.00,8547.00,8388.00,7867.00,18.00,432.00,56.00,1.00,14.00,159.00,154.00,5.00,0.00,0.00,0.00,8157.00,8014.00,6459.00,15.00,334.00,53.00,1.00,1152.00,143.00,141.00,2.00,0.00,0.00,0.00,8157.00,1737.00,6420.00,6316.00,5949.00,11.00,297.00,49.00,1.00,9.00,104.00,102.00,2.00,0.00,0.00,0.00,4781.00,4076.00,705.00,,,,,,,,,,,,
Payette County,ID,50.00,4.00,8.00,16.00,75.00,1053780320.00,8827481.00,22623.00,8945.00,+44.0027397,-116.75,22623.00,21984.00,20053.00,52.00,255.00,189.00,16.00,1419.00,639.00,606.00,47.00,266.00,128.00,14.00,119.00,0.00,4.00,0.00,2.00,2.00,1.00,6.00,7.00,6.00,4.00,33.00,0.00,0.00,0.00,22623.00,3363.00,19260.00,18831.00,18388.00,41.00,185.00,187.00,15.00,15.00,429.00,404.00,25.00,0.00,0.00,0.00,16139.00,15828.00,14587.00,37.00,182.00,170.00,11.00,841.00,311.00,298.00,13.00,0.00,0.00,0.00,16139.00,1886.00,14253.00,14018.00,13659.00,30.00,139.00,168.00,10.00,12.00,235.00,226.00,9.00,0.00,0.00,0.00,8945.00,8262.00,683.00,,,,,,,,,,,,
Power County,ID,50.00,4.00,8.00,16.00,77.00,3636974257.00,99512615.00,7817.00,2944.00,+42.6941260,-112.84,7817.00,7630.00,5867.00,22.00,179.00,32.00,7.00,1523.00,187.00,176.00,11.00,71.00,22.00,2.00,65.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,11.00,0.00,0.00,0.00,7817.00,2328.00,5489.00,5383.00,5164.00,18.00,161.00,32.00,6.00,2.00,106.00,100.00,6.00,0.00,0.00,0.00,5403.00,5326.00,4231.00,11.00,117.00,23.00,5.00,939.00,77.00,70.00,7.00,0.00,0.00,0.00,5403.00,1352.00,4051.00,4012.00,3866.00,9.00,109.00,23.00,4.00,1.00,39.00,34.00,5.00,0.00,0.00,0.00,2944.00,2641.00,303.00,,,,,,,,,,,,
Shoshone County,ID,50.00,4.00,8.00,16.00,79.00,6810799882.00,14137045.00,12765.00,7061.00,+47.3476935,-115.89,12765.00,12510.00,12174.00,26.00,183.00,47.00,12.00,68.00,255.00,248.00,14.00,162.00,19.00,12.00,31.00,1.00,0.00,0.00,3.00,0.00,0.00,2.00,1.00,0.00,3.00,7.00,0.00,0.00,0.00,12765.00,380.00,12385.00,12181.00,11929.00,20.00,177.00,44.00,5.00,6.00,204.00,199.00,5.00,0.00,0.00,0.00,10105.00,9940.00,9697.00,14.00,138.00,33.00,11.00,47.00,165.00,162.00,3.00,0.00,0.00,0.00,10105.00,232.00,9873.00,9729.00,9545.00,12.00,133.00,30.00,5.00,4.00,144.00,141.00,3.00,0.00,0.00,0.00,7061.00,5605.00,1456.00,,,,,,,,,,,,
Teton County,ID,50.00,4.00,8.00,16.00,81.00,1164084404.00,2859304.00,10170.00,5478.00,+43.7609939,-111.21,10170.00,10022.00,8709.00,25.00,35.00,48.00,12.00,1193.00,148.00,146.00,6.00,36.00,24.00,1.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,10170.00,1721.00,8449.00,8388.00,8286.00,12.00,27.00,48.00,12.00,3.00,61.00,61.00,0.00,0.00,0.00,0.00,7147.00,7079.00,6270.00,17.00,22.00,36.00,7.00,727.00,68.00,68.00,0.00,0.00,0.00,0.00,7147.00,1009.00,6138.00,6101.00,6030.00,9.00,18.00,36.00,7.00,1.00,37.00,37.00,0.00,0.00,0.00,0.00,5478.00,3651.00,1827.00,,,,,,,,,,,,
Twin Falls County,ID,50.00,4.00,8.00,16.00,83.00,4975917336.00,18417854.00,77230.00,31072.00,+42.3523090,-114.67,77230.00,75475.00,68693.00,342.00,606.00,922.00,83.00,4829.00,1755.00,1697.00,155.00,522.00,299.00,56.00,508.00,7.00,2.00,1.00,17.00,13.00,5.00,43.00,5.00,39.00,25.00,57.00,1.00,0.00,0.00,77230.00,10570.00,66660.00,65615.00,63841.00,307.00,428.00,895.00,79.00,65.00,1045.00,1014.00,31.00,0.00,0.00,0.00,56086.00,55206.00,50779.00,192.00,457.00,682.00,61.00,3035.00,880.00,848.00,32.00,0.00,0.00,0.00,56086.00,6267.00,49819.00,49247.00,47962.00,173.00,351.00,667.00,59.00,35.00,572.00,555.00,17.00,0.00,0.00,0.00,31072.00,28760.00,2312.00,,,,,,,,,,,,
Valley County,ID,50.00,4.00,8.00,16.00,85.00,9491050481.00,177273029.00,9862.00,11789.00,+44.7715315,-115.64,9862.00,9720.00,9445.00,11.00,68.00,41.00,1.00,154.00,142.00,138.00,10.00,69.00,26.00,3.00,26.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,4.00,0.00,0.00,0.00,9862.00,386.00,9476.00,9370.00,9277.00,9.00,38.00,41.00,1.00,4.00,106.00,104.00,2.00,0.00,0.00,0.00,7913.00,7811.00,7618.00,7.00,53.00,29.00,0.00,104.00,102.00,99.00,3.00,0.00,0.00,0.00,7913.00,256.00,7657.00,7573.00,7504.00,5.00,33.00,29.00,0.00,2.00,84.00,82.00,2.00,0.00,0.00,0.00,11789.00,4393.00,7396.00,,,,,,,,,,,,
Washington County,ID,50.00,4.00,8.00,16.00,87.00,3763204795.00,53213072.00,10198.00,4529.00,+44.4482128,-116.80,10198.00,9978.00,8835.00,18.00,101.00,91.00,3.00,930.00,220.00,216.00,8.00,89.00,22.00,6.00,81.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,5.00,4.00,4.00,0.00,0.00,0.00,10198.00,1716.00,8482.00,8356.00,8166.00,10.00,75.00,90.00,3.00,12.00,126.00,123.00,3.00,0.00,0.00,0.00,7680.00,7544.00,6788.00,12.00,72.00,81.00,1.00,590.00,136.00,132.00,4.00,0.00,0.00,0.00,7680.00,1051.00,6629.00,6541.00,6391.00,8.00,55.00,81.00,1.00,5.00,88.00,85.00,3.00,0.00,0.00,0.00,4529.00,4034.00,495.00,,,,,,,,,,,,
